task_create_time, task_end_time, job_id, task_id,number_of_instances, status, number_of_cpus_requested_per_instance_in_the_task,normalized_memory_requested_per_instance_in_the_task
42084,42122,7246,43476,500,Failed,50,0.018657624
42084,42093,7246,43481,1,Terminated,50,0.004094945
42084,42103,7246,43485,2,Terminated,50,0.004126006
42084,42096,7246,43484,1,Terminated,50,0.003986229
42084,42087,7252,43538,1,Terminated,50,0.004094945
42084,42141,7252,43544,67,Running,50,0.008220951
42084,42088,7252,43541,1,Terminated,50,0.004089768
42084,42098,7252,43543,2,Terminated,50,0.00914762
42084,42141,7252,43534,500,Failed,50,0.009634251
42084,42088,7252,43537,1,Terminated,50,0.004094945
42084,42097,7252,43542,2,Terminated,50,0.004110476
42084,42088,7252,43539,1,Terminated,50,0.005404706
42084,42087,7252,43536,1,Terminated,50,0.004094945
42084,42088,7252,43535,1,Terminated,50,0.004084591
42084,42087,7252,43540,1,Terminated,50,0.004084591
42112,42118,7256,43577,1,Terminated,50,0.003986229
42113,42117,7256,43575,1,Terminated,50,0.004058706
42112,42117,7256,43572,1,Terminated,50,0.004094945
42112,42117,7256,43570,1,Terminated,50,0.004074237
42112,42311,7256,43569,500,Terminated,50,0.018657624
42113,42117,7256,43576,1,Terminated,50,0.004043176
42112,42130,7256,43571,2,Terminated,50,0.008816297
42112,42362,7256,43580,415,Terminated,50,0.008345197
42112,42128,7256,43578,2,Terminated,50,0.004126006
42112,42129,7256,43579,2,Terminated,50,0.00805529
42112,42117,7256,43573,1,Terminated,50,0.004089768
42113,42117,7256,43574,1,Terminated,50,0.004094945
42108,42113,7259,43595,1,Terminated,50,0.004094945
42108,42113,7259,43598,1,Terminated,50,0.005404706
42108,42112,7259,43594,1,Terminated,50,0.004084591
42108,42202,7259,43593,500,Terminated,50,0.009634251
42108,42113,7259,43599,1,Terminated,50,0.004084591
42108,42122,7259,43602,2,Terminated,50,0.00914762
42108,42280,7259,43603,67,Terminated,50,0.008220951
42108,42115,7259,43600,1,Terminated,50,0.004089768
42108,42124,7259,43601,2,Terminated,50,0.004110476
42108,42112,7259,43596,1,Terminated,50,0.004094945
42108,42113,7259,43597,1,Terminated,50,0.004094945
42086,42098,7261,43611,2,Waiting,,
42086,42098,7261,43617,1,Waiting,,
42086,42098,7261,43615,1,Waiting,,
42086,42098,7261,43612,1,Waiting,,
42086,42098,7261,43606,1,Waiting,,
42086,42098,7261,43616,1,Waiting,,
42086,42098,7261,43610,2,Waiting,,
42086,42098,7261,43607,2,Waiting,,
42086,42098,7261,43608,2,Waiting,,
42086,42098,7261,43618,2,Waiting,,
42086,42098,7261,43619,2,Waiting,,
42086,42098,7261,43609,2,Waiting,,
42087,42098,7261,43620,419,Waiting,,
42086,42098,7261,43614,1,Waiting,,
42086,42098,7261,43613,1,Waiting,,
42086,42098,7261,43605,500,Waiting,,
42136,42141,7268,43677,1,Terminated,50,0.004074237
42136,42141,7268,43674,1,Terminated,50,0.004032822
42136,42141,7268,43673,1,Terminated,50,0.003924106
42136,42316,7268,43682,217,Terminated,50,0.00840732
42136,42172,7268,43681,2,Terminated,50,0.008914658
42136,42141,7268,43678,1,Terminated,50,0.004089768
42136,42141,7268,43676,1,Terminated,50,0.004074237
42136,42142,7268,43679,1,Terminated,50,0.004053529
42136,42252,7268,43672,500,Terminated,50,0.016007041
42136,42150,7268,43680,2,Terminated,50,0.004151891
42136,42141,7268,43675,1,Terminated,50,0.003996583
42326,42346,7269,43683,2,Terminated,100,0.002754122
42382,42407,7273,43717,2,Terminated,100,0.002754122
42139,42143,7274,43721,1,Terminated,50,0.004094945
42139,42144,7274,43724,1,Terminated,50,0.004084591
42139,42143,7274,43722,1,Terminated,50,0.004094945
42139,42143,7274,43719,1,Terminated,50,0.004084591
42139,42144,7274,43723,1,Terminated,50,0.005404706
42139,42144,7274,43720,1,Terminated,50,0.004094945
42139,42145,7274,43725,1,Terminated,50,0.004089768
42139,42332,7274,43718,500,Terminated,50,0.009634251
42139,42156,7274,43727,2,Terminated,50,0.00914762
42139,42433,7274,43728,67,Terminated,50,0.008220951
42139,42154,7274,43726,2,Terminated,50,0.004110476
42392,42409,7284,43820,1,Terminated,100,0.002754122
42801,42829,7287,43845,3,Terminated,100,0.002754122
42144,42163,7288,43861,419,Waiting,,
42144,42163,7288,43854,1,Waiting,,
42144,42163,7288,43855,1,Waiting,,
42144,42163,7288,43850,2,Waiting,,
42144,42163,7288,43853,1,Waiting,,
42144,42163,7288,43860,2,Waiting,,
42144,42163,7288,43847,1,Waiting,,
42144,42163,7288,43856,1,Waiting,,
42144,42163,7288,43852,2,Waiting,,
42144,42163,7288,43857,1,Waiting,,
42144,42163,7288,43848,2,Waiting,,
42144,42163,7288,43846,500,Waiting,,
42144,42163,7288,43858,1,Waiting,,
42144,42163,7288,43849,2,Waiting,,
42144,42163,7288,43859,2,Waiting,,
42144,42163,7288,43851,2,Waiting,,
42356,42360,7298,43953,1,Terminated,50,0.004053529
42356,42359,7298,43950,1,Terminated,50,0.005404706
42356,42359,7298,43952,1,Terminated,50,0.004084591
42356,42486,7298,43946,500,Terminated,50,0.009649781
42356,42368,7298,43955,2,Terminated,50,0.009530712
42356,42359,7298,43949,1,Terminated,50,0.004053529
42356,42527,7298,43956,131,Terminated,50,0.008184713
42356,42360,7298,43951,1,Terminated,50,0.003960345
42356,42359,7298,43948,1,Terminated,50,0.004053529
42356,42359,7298,43947,1,Terminated,50,0.005404706
42356,42361,7298,43954,1,Terminated,50,0.004157068
42474,42493,7300,43974,2,Terminated,50,0.009059612
42474,42480,7300,43975,1,Terminated,50,0.004094945
42474,42480,7300,43978,1,Terminated,50,0.004074237
42474,42481,7300,43973,1,Terminated,50,0.005404706
42474,42481,7300,43979,1,Terminated,50,0.004063883
42474,42480,7300,43976,1,Terminated,50,0.004094945
42474,42593,7300,43983,379,Running,50,0.008236482
42474,42492,7300,43981,2,Terminated,50,0.004157068
42474,42593,7300,43972,500,Failed,50,0.013356457
42474,42480,7300,43977,1,Terminated,50,0.004094945
42474,42481,7300,43980,1,Terminated,50,0.003929283
42474,42491,7300,43982,2,Terminated,50,0.009592835
42530,42535,7304,44019,1,Terminated,50,0.004043176
42530,42536,7304,44020,1,Terminated,50,0.004037999
42531,42545,7304,44016,2,Terminated,50,0.009406466
42530,42996,7304,44012,500,Terminated,50,0.013356457
42530,42536,7304,44013,1,Terminated,50,0.004074237
42530,42535,7304,44018,1,Terminated,50,0.004094945
42530,42536,7304,44021,1,Terminated,50,0.004094945
42530,43045,7304,44026,403,Terminated,50,0.008283074
42531,42550,7304,44025,2,Terminated,50,0.008868066
42530,42536,7304,44022,1,Terminated,50,0.005404706
42530,42538,7304,44023,1,Terminated,50,0.004032822
42530,42547,7304,44015,2,Terminated,50,0.00874382
42530,42545,7304,44024,2,Terminated,50,0.004105299
42530,42548,7304,44014,2,Terminated,50,0.009194212
42530,42551,7304,44017,2,Terminated,50,0.008904305
42553,42559,7316,44117,1,Terminated,50,0.005404706
42553,42563,7316,44119,1,Terminated,50,0.005404706
42552,42628,7316,44110,500,Terminated,50,0.005404706
42553,42569,7316,44118,2,Terminated,50,0.004198483
42553,42557,7316,44113,1,Terminated,50,0.004089768
42552,42560,7316,44111,1,Terminated,50,0.004094945
42553,42558,7316,44112,1,Terminated,50,0.005404706
42553,42557,7316,44115,1,Terminated,50,0.004094945
42553,42761,7316,44120,35,Terminated,50,0.008402143
42553,42559,7316,44116,1,Terminated,50,0.004089768
42553,42559,7316,44114,1,Terminated,50,0.004084591
42574,42582,7319,44137,1,Terminated,50,0.003986229
42574,42579,7319,44136,1,Terminated,50,0.004094945
42574,42583,7319,44141,1,Terminated,50,0.004084591
42574,42580,7319,44138,1,Terminated,50,0.004089768
42575,42580,7319,44140,1,Terminated,50,0.004012114
42574,42579,7319,44134,1,Terminated,50,0.004089768
42574,42582,7319,44135,1,Terminated,50,0.004094945
42574,42646,7319,44133,500,Terminated,50,0.00805529
42574,42590,7319,44142,2,Terminated,50,0.008868066
42574,42712,7319,44143,335,Terminated,50,0.008241659
42574,42580,7319,44139,1,Terminated,50,0.005404706
42658,42662,7325,44187,1,Terminated,50,0.004043176
42658,42662,7325,44185,1,Terminated,50,0.004094945
42658,42662,7325,44184,1,Terminated,50,0.004089768
42658,42671,7325,44189,2,Terminated,50,0.004126006
42657,42662,7325,44181,1,Terminated,50,0.004074237
42657,42665,7325,44183,1,Terminated,50,0.004094945
42658,42662,7325,44186,1,Terminated,50,0.004058706
42658,42691,7325,44190,1,Terminated,50,0.00805529
42658,43278,7325,44180,500,Terminated,50,0.018657624
42658,42663,7325,44188,1,Terminated,50,0.003986229
42657,42685,7325,44182,2,Terminated,50,0.008816297
42658,43337,7325,44191,207,Terminated,50,0.008345197
42562,42582,7327,44202,1,Running,50,0.00914762
42562,42582,7327,44203,67,Running,50,0.008220951
42562,42567,7327,44199,1,Terminated,50,0.004084591
42562,42568,7327,44200,1,Terminated,50,0.004089768
42562,42568,7327,44196,1,Terminated,50,0.004094945
42562,42567,7327,44197,1,Terminated,50,0.004094945
42562,42578,7327,44201,2,Terminated,50,0.004110476
42562,42582,7327,44193,500,Failed,50,0.009634251
42562,42568,7327,44194,1,Terminated,50,0.004084591
42562,42567,7327,44195,1,Terminated,50,0.004094945
42562,42567,7327,44198,1,Terminated,50,0.005404706
42614,42619,7331,44233,1,Terminated,50,0.004053529
42614,42618,7331,44242,1,Terminated,50,0.004089768
42614,42621,7331,44239,1,Terminated,50,0.004043176
42614,42635,7331,44236,1,Terminated,50,0.009095851
42614,43452,7331,44247,419,Terminated,50,0.008262366
42614,42635,7331,44234,2,Terminated,50,0.009044081
42614,42619,7331,44240,1,Terminated,50,0.00406906
42614,42630,7331,44238,2,Terminated,50,0.008987135
42613,43421,7331,44232,501,Terminated,50,0.013356457
42614,42636,7331,44246,1,Terminated,50,0.009359874
42614,42619,7331,44244,1,Terminated,50,0.004089768
42614,42618,7331,44243,1,Terminated,50,0.004089768
42614,42618,7331,44241,1,Terminated,50,0.004074237
42614,42642,7331,44237,1,Terminated,50,0.009313281
42614,42634,7331,44235,1,Terminated,50,0.009333989
42614,42628,7331,44245,2,Terminated,50,0.004188129
42959,42964,7345,44373,1,Terminated,50,0.004053529
42959,42964,7345,44372,1,Terminated,50,0.005404706
42960,42973,7345,44379,2,Terminated,50,0.004157068
42960,42964,7345,44376,1,Terminated,50,0.003960345
42959,43489,7345,44381,131,Terminated,50,0.008184713
42960,43273,7345,44375,1,Terminated,50,0.005404706
42960,42980,7345,44380,2,Terminated,50,0.009530712
42959,43387,7345,44371,500,Terminated,50,0.009649781
42960,42965,7345,44378,1,Terminated,50,0.004053529
42960,42964,7345,44377,1,Terminated,50,0.004084591
42959,42964,7345,44374,1,Terminated,50,0.004053529
42930,42941,7354,44471,35,Waiting,,
42930,42941,7354,44469,2,Waiting,,
42930,42941,7354,44465,1,Waiting,,
42930,42941,7354,44461,500,Waiting,,
42930,42941,7354,44468,1,Waiting,,
42930,42941,7354,44467,1,Waiting,,
42930,42941,7354,44470,1,Waiting,,
42930,42941,7354,44462,1,Waiting,,
42930,42941,7354,44463,1,Waiting,,
42930,42941,7354,44466,1,Waiting,,
42930,42941,7354,44464,1,Waiting,,
43608,43650,7369,44606,3,Terminated,100,0.002754122
43225,43236,7379,44692,1,Terminated,100,0.002754122
43118,43129,7390,44787,403,Waiting,,
43118,43129,7390,44783,1,Waiting,,
43118,43129,7390,44786,2,Waiting,,
43118,43129,7390,44785,2,Waiting,,
43118,43129,7390,44784,1,Waiting,,
43118,43129,7390,44776,2,Waiting,,
43118,43129,7390,44775,2,Waiting,,
43118,43129,7390,44777,2,Waiting,,
43118,43129,7390,44773,500,Waiting,,
43118,43129,7390,44781,1,Waiting,,
43118,43129,7390,44780,1,Waiting,,
43118,43129,7390,44774,1,Waiting,,
43118,43129,7390,44779,1,Waiting,,
43118,43129,7390,44782,1,Waiting,,
43118,43129,7390,44778,2,Waiting,,
44214,44239,7395,44834,3,Terminated,100,0.002754122
43140,43193,7396,44835,500,Terminated,50,0.005404706
43140,43151,7396,44844,1,Terminated,50,0.005404706
43140,43147,7396,44841,1,Terminated,50,0.004089768
43140,43146,7396,44839,1,Terminated,50,0.004084591
43140,43147,7396,44842,1,Terminated,50,0.005404706
43140,43155,7396,44843,2,Terminated,50,0.004198483
43140,43147,7396,44837,1,Terminated,50,0.005404706
43140,43147,7396,44836,1,Terminated,50,0.004094945
43140,43148,7396,44840,1,Terminated,50,0.004094945
43140,43264,7396,44845,35,Terminated,50,0.008402143
43140,43146,7396,44838,1,Terminated,50,0.004089768
43443,43453,7405,44922,500,Waiting,,
43443,43453,7405,44931,2,Waiting,,
43443,43453,7405,44923,1,Waiting,,
43443,43453,7405,44924,1,Waiting,,
43443,43453,7405,44925,1,Waiting,,
43443,43453,7405,44932,67,Waiting,,
43443,43453,7405,44927,1,Waiting,,
43443,43453,7405,44929,1,Waiting,,
43443,43453,7405,44926,1,Waiting,,
43443,43453,7405,44928,1,Waiting,,
43443,43453,7405,44930,2,Waiting,,
43799,43825,7410,44969,3,Terminated,100,0.002754122
43495,43500,7421,45061,1,Terminated,50,0.005404706
43495,43500,7421,45062,1,Terminated,50,0.004053529
43495,43500,7421,45065,1,Terminated,50,0.003960345
43495,43502,7421,45067,1,Terminated,50,0.004053529
43495,43500,7421,45066,1,Terminated,50,0.004084591
43495,43500,7421,45063,1,Terminated,50,0.004053529
43495,43500,7421,45064,1,Terminated,50,0.005404706
43495,43733,7421,45060,500,Terminated,50,0.009649781
43495,43784,7421,45070,131,Terminated,50,0.008184713
43495,43514,7421,45069,2,Terminated,50,0.009530712
43495,43510,7421,45068,2,Terminated,50,0.004157068
43470,43480,7423,45082,35,Waiting,,
43470,43480,7423,45079,1,Waiting,,
43470,43480,7423,45078,1,Waiting,,
43470,43480,7423,45072,500,Waiting,,
43470,43480,7423,45081,1,Waiting,,
43470,43480,7423,45073,1,Waiting,,
43470,43480,7423,45074,1,Waiting,,
43470,43480,7423,45077,1,Waiting,,
43470,43480,7423,45080,2,Waiting,,
43470,43480,7423,45075,1,Waiting,,
43470,43480,7423,45076,1,Waiting,,
43462,43475,7426,45105,35,Waiting,,
43462,43475,7426,45103,2,Waiting,,
43462,43475,7426,45099,1,Waiting,,
43462,43475,7426,45102,1,Waiting,,
43462,43475,7426,45104,1,Waiting,,
43462,43475,7426,45095,500,Waiting,,
43462,43475,7426,45100,1,Waiting,,
43462,43475,7426,45097,1,Waiting,,
43462,43475,7426,45096,1,Waiting,,
43462,43475,7426,45098,1,Waiting,,
43462,43475,7426,45101,1,Waiting,,
43840,43851,7428,45117,1,Terminated,100,0.002754122
43463,43474,7429,45122,1,Waiting,,
43463,43474,7429,45128,19,Waiting,,
43463,43474,7429,45123,1,Waiting,,
43463,43474,7429,45120,1,Waiting,,
43463,43474,7429,45119,1,Waiting,,
43463,43474,7429,45121,1,Waiting,,
43463,43474,7429,45127,2,Waiting,,
43463,43474,7429,45118,500,Waiting,,
43463,43474,7429,45126,2,Waiting,,
43463,43474,7429,45125,1,Waiting,,
43463,43474,7429,45124,1,Waiting,,
44298,44329,7437,45194,1,Terminated,100,0.002754122
43540,43970,7446,45281,131,Terminated,50,0.008184713
43540,43558,7446,45279,2,Terminated,50,0.004157068
43540,43546,7446,45274,1,Terminated,50,0.004053529
43540,43545,7446,45275,1,Terminated,50,0.005404706
43541,43559,7446,45280,2,Terminated,50,0.009530712
43541,43546,7446,45277,1,Terminated,50,0.004084591
43540,43548,7446,45278,1,Terminated,50,0.004053529
43540,43880,7446,45271,500,Terminated,50,0.009649781
43540,43545,7446,45272,1,Terminated,50,0.005404706
43540,43546,7446,45273,1,Terminated,50,0.004053529
43540,43546,7446,45276,1,Terminated,50,0.003960345
43683,43695,7459,45380,1,Terminated,50,0.004089768
43683,43815,7459,45384,223,Terminated,50,0.008329666
43683,43715,7459,45383,2,Terminated,50,0.00887842
43683,43770,7459,45374,500,Terminated,50,0.016007041
43683,43696,7459,45375,1,Terminated,50,0.003986229
43683,43696,7459,45376,1,Terminated,50,0.00406906
43683,43696,7459,45379,1,Terminated,50,0.004089768
43683,43696,7459,45381,1,Terminated,50,0.004094945
43683,43695,7459,45378,1,Terminated,50,0.004094945
43683,43696,7459,45377,1,Terminated,50,0.004094945
43683,43707,7459,45382,2,Terminated,50,0.004172599
43683,43792,7463,45419,415,Running,50,0.008345197
43683,43699,7463,45417,2,Terminated,50,0.004126006
43683,43696,7463,45418,2,Terminated,50,0.00805529
43683,43792,7463,45408,500,Failed,50,0.018657624
43683,43686,7463,45413,1,Terminated,50,0.004094945
43683,43688,7463,45416,1,Terminated,50,0.003986229
43683,43703,7463,45410,2,Terminated,50,0.008816297
43683,43687,7463,45409,1,Terminated,50,0.004074237
43683,43687,7463,45411,1,Terminated,50,0.004094945
43683,43687,7463,45414,1,Terminated,50,0.004058706
43683,43687,7463,45412,1,Terminated,50,0.004089768
43683,43688,7463,45415,1,Terminated,50,0.004043176
44551,44578,7465,45432,3,Terminated,100,0.002754122
43717,43722,7467,45457,1,Terminated,50,0.00406906
43717,43722,7467,45458,1,Terminated,50,0.004074237
43716,44533,7467,45464,419,Terminated,50,0.008262366
43717,43724,7467,45461,1,Terminated,50,0.004089768
43716,43730,7467,45453,2,Terminated,50,0.009095851
43716,43736,7467,45455,2,Terminated,50,0.008987135
43717,43722,7467,45459,1,Terminated,50,0.004089768
43716,43721,7467,45456,1,Terminated,50,0.004043176
43716,43720,7467,45450,1,Terminated,50,0.004053529
43716,44405,7467,45449,500,Terminated,50,0.013356457
43716,43732,7467,45462,2,Terminated,50,0.004188129
43716,43732,7467,45452,2,Terminated,50,0.009333989
43716,43738,7467,45451,2,Terminated,50,0.009044081
43716,43722,7467,45460,1,Terminated,50,0.004089768
43716,43731,7467,45454,2,Terminated,50,0.009313281
43717,43733,7467,45463,2,Terminated,50,0.009359874
43742,43921,7486,45633,67,Failed,50,0.008220951
43742,43763,7486,45632,2,Terminated,50,0.00914762
43742,43749,7486,45626,1,Terminated,50,0.004094945
43742,43751,7486,45627,1,Terminated,50,0.004094945
43742,43750,7486,45624,1,Terminated,50,0.004084591
43742,43750,7486,45625,1,Terminated,50,0.004094945
43742,43750,7486,45628,1,Terminated,50,0.005404706
43742,43750,7486,45629,1,Terminated,50,0.004084591
43742,43751,7486,45630,1,Terminated,50,0.004089768
43742,43855,7486,45623,500,Terminated,50,0.009634251
43742,43753,7486,45631,1,Terminated,50,0.004110476
43748,43771,7498,45735,2,Terminated,50,0.004151891
43748,43838,7498,45727,500,Failed,50,0.013356457
43748,43769,7498,45736,2,Terminated,50,0.008697228
43748,43762,7498,45733,1,Terminated,50,0.004074237
43748,43762,7498,45734,1,Terminated,50,0.004094945
43748,43838,7498,45737,179,Running,50,0.008179536
43748,43761,7498,45731,1,Terminated,50,0.004074237
43748,43761,7498,45732,1,Terminated,50,0.004079414
43748,43761,7498,45729,1,Terminated,50,0.004084591
43748,43761,7498,45728,1,Terminated,50,0.004084591
43748,43761,7498,45730,1,Terminated,50,0.004053529
43856,43860,7499,45744,1,Terminated,50,0.004074237
43856,43861,7499,45745,1,Terminated,50,0.004094945
43856,43861,7499,45742,1,Terminated,50,0.004074237
43856,44313,7499,45738,500,Terminated,50,0.013356457
43856,43874,7499,45747,2,Terminated,50,0.008697228
43856,43871,7499,45746,2,Terminated,50,0.004151891
43856,44357,7499,45748,179,Terminated,50,0.008179536
43856,43860,7499,45739,1,Terminated,50,0.004084591
43856,43861,7499,45740,1,Terminated,50,0.004084591
43856,43861,7499,45743,1,Terminated,50,0.004079414
43856,43860,7499,45741,1,Terminated,50,0.004053529
43752,43762,7510,45819,500,Waiting,,
43752,43762,7510,45827,2,Waiting,,
43752,43762,7510,45822,1,Waiting,,
43752,43762,7510,45823,1,Waiting,,
43752,43762,7510,45824,1,Waiting,,
43752,43762,7510,45821,1,Waiting,,
43752,43762,7510,45820,1,Waiting,,
43752,43762,7510,45825,1,Waiting,,
43752,43762,7510,45828,2,Waiting,,
43752,43762,7510,45829,131,Waiting,,
43752,43762,7510,45826,1,Waiting,,
44175,44179,7517,45883,1,Terminated,50,0.005404706
44175,44179,7517,45879,1,Terminated,50,0.004089768
44175,44178,7517,45881,1,Terminated,50,0.004094945
44175,44178,7517,45878,1,Terminated,50,0.005404706
44175,44180,7517,45877,1,Terminated,50,0.004094945
44175,44179,7517,45880,1,Terminated,50,0.004084591
44175,44183,7517,45886,35,Running,50,0.008402143
44175,44183,7517,45885,1,Running,50,0.005404706
44175,44183,7517,45876,500,Failed,50,0.005404706
44175,44183,7517,45884,2,Running,50,0.004198483
44175,44179,7517,45882,1,Terminated,50,0.004089768
44230,44234,7527,45974,1,Terminated,50,0.005404706
44230,44235,7527,45975,1,Terminated,50,0.004032822
44230,44269,7527,45978,403,Running,50,0.008283074
44230,44235,7527,45971,1,Terminated,50,0.004043176
44230,44243,7527,45966,2,Terminated,50,0.009194212
44230,44244,7527,45968,2,Terminated,50,0.009406466
44230,44248,7527,45977,2,Terminated,50,0.008868066
44230,44234,7527,45972,1,Terminated,50,0.004037999
44230,44269,7527,45964,500,Failed,50,0.013356457
44230,44244,7527,45969,2,Terminated,50,0.008904305
44230,44243,7527,45967,2,Terminated,50,0.00874382
44230,44243,7527,45976,2,Terminated,50,0.004105299
44230,44234,7527,45965,1,Terminated,50,0.004074237
44230,44234,7527,45970,1,Terminated,50,0.004094945
44230,44234,7527,45973,1,Terminated,50,0.004094945
44255,44260,7531,46012,1,Terminated,50,0.004094945
44254,44932,7531,46007,501,Terminated,50,0.013356457
44255,44263,7531,46015,1,Terminated,50,0.003929283
44255,44277,7531,46009,2,Terminated,50,0.009059612
44255,44261,7531,46011,1,Terminated,50,0.004094945
44255,44260,7531,46013,1,Terminated,50,0.004074237
44254,44261,7531,46010,1,Terminated,50,0.004094945
44254,44260,7531,46008,1,Terminated,50,0.005404706
44255,44260,7531,46014,1,Terminated,50,0.004063883
44255,44990,7531,46018,379,Terminated,50,0.008236482
44255,44273,7531,46017,2,Terminated,50,0.009592835
44255,44270,7531,46016,2,Terminated,50,0.004157068
44705,44729,7550,46192,2,Terminated,100,0.002754122
44545,44833,7555,46239,415,Terminated,50,0.008345197
44544,44563,7555,46238,2,Terminated,50,0.00805529
44544,44549,7555,46236,1,Terminated,50,0.003986229
44544,44791,7555,46228,500,Terminated,50,0.018657624
44544,44549,7555,46229,1,Terminated,50,0.004074237
44544,44549,7555,46231,1,Terminated,50,0.004094945
44544,44549,7555,46234,1,Terminated,50,0.004058706
44544,44564,7555,46230,2,Terminated,50,0.008816297
44544,44549,7555,46233,1,Terminated,50,0.004094945
44544,44549,7555,46232,1,Terminated,50,0.004089768
44544,44559,7555,46237,2,Terminated,50,0.004126006
44544,44549,7555,46235,1,Terminated,50,0.004043176
45262,45291,7569,46363,3,Terminated,100,0.002754122
44563,44574,7576,46425,2,Waiting,,
44563,44574,7576,46422,1,Waiting,,
44563,44574,7576,46420,1,Waiting,,
44563,44574,7576,46412,500,Waiting,,
44563,44574,7576,46417,2,Waiting,,
44563,44574,7576,46423,1,Waiting,,
44563,44574,7576,46416,2,Waiting,,
44563,44574,7576,46421,1,Waiting,,
44563,44574,7576,46418,1,Waiting,,
44563,44574,7576,46413,1,Waiting,,
44563,44574,7576,46415,2,Waiting,,
44563,44574,7576,46424,2,Waiting,,
44563,44574,7576,46414,2,Waiting,,
44563,44574,7576,46419,1,Waiting,,
44563,44574,7576,46426,403,Waiting,,
44820,44829,7583,46487,1,Terminated,100,0.002754122
44598,44603,7585,46500,1,Terminated,50,0.003986229
44599,44614,7585,46507,2,Terminated,50,0.004172599
44599,44603,7585,46504,1,Terminated,50,0.004089768
44599,44603,7585,46501,1,Terminated,50,0.00406906
44598,44881,7585,46499,500,Terminated,50,0.016007041
44599,44603,7585,46503,1,Terminated,50,0.004094945
44599,44604,7585,46506,1,Terminated,50,0.004094945
44599,44630,7585,46508,2,Terminated,50,0.00887842
44598,44944,7585,46509,223,Terminated,50,0.008329666
44599,44603,7585,46505,1,Terminated,50,0.004089768
44598,44603,7585,46502,1,Terminated,50,0.004094945
44954,44983,7586,46510,2,Terminated,100,0.002754122
45112,45138,7590,46546,3,Terminated,100,0.002754122
44581,44592,7594,46590,35,Waiting,,
44581,44592,7594,46588,2,Waiting,,
44581,44592,7594,46586,1,Waiting,,
44581,44592,7594,46589,1,Waiting,,
44581,44592,7594,46580,500,Waiting,,
44581,44592,7594,46583,1,Waiting,,
44581,44592,7594,46584,1,Waiting,,
44581,44592,7594,46587,1,Waiting,,
44581,44592,7594,46582,1,Waiting,,
44581,44592,7594,46585,1,Waiting,,
44581,44592,7594,46581,1,Waiting,,
44606,44613,7595,46598,1,Terminated,50,0.005404706
44605,44685,7595,46591,500,Terminated,50,0.005404706
44605,44610,7595,46592,1,Terminated,50,0.004094945
44605,44612,7595,46593,1,Terminated,50,0.005404706
44606,44612,7595,46596,1,Terminated,50,0.004094945
44605,44815,7595,46601,35,Terminated,50,0.008402143
44606,44616,7595,46600,1,Terminated,50,0.005404706
44606,44624,7595,46599,2,Terminated,50,0.004198483
44606,44611,7595,46597,1,Terminated,50,0.004089768
44605,44610,7595,46594,1,Terminated,50,0.004089768
44605,44610,7595,46595,1,Terminated,50,0.004084591
44729,44734,7610,46721,1,Terminated,50,0.005404706
44729,44738,7610,46727,1,Terminated,50,0.004126006
44729,44776,7610,46718,500,Terminated,50,0.005404706
44729,44850,7610,46728,35,Terminated,50,0.008396966
44729,44733,7610,46719,1,Terminated,50,0.003903399
44729,44733,7610,46720,1,Terminated,50,0.005404706
44729,44735,7610,46723,1,Terminated,50,0.00406906
44729,44732,7610,46722,1,Terminated,50,0.005404706
44729,44734,7610,46725,1,Terminated,50,0.004053529
44729,44733,7610,46724,1,Terminated,50,0.003830922
44729,44744,7610,46726,2,Terminated,50,0.004182952
44731,45292,7611,46740,379,Failed,50,0.008236482
44731,44746,7611,46739,2,Terminated,50,0.009592835
44731,44734,7611,46735,1,Terminated,50,0.004074237
44731,44735,7611,46732,1,Terminated,50,0.004094945
44731,44735,7611,46730,1,Terminated,50,0.005404706
44731,44751,7611,46731,2,Terminated,50,0.009059612
44731,44744,7611,46738,2,Terminated,50,0.004157068
44731,44735,7611,46733,1,Terminated,50,0.004094945
44731,44734,7611,46736,1,Terminated,50,0.004063883
44731,44736,7611,46737,1,Terminated,50,0.003929283
44731,44734,7611,46734,1,Terminated,50,0.004094945
44731,45292,7611,46729,500,Running,50,0.013356457
44980,45012,7618,46798,2,Terminated,100,0.002754122
44761,44772,7622,46834,1,Waiting,,
44761,44772,7622,46831,1,Waiting,,
44761,44772,7622,46822,500,Waiting,,
44761,44772,7622,46836,2,Waiting,,
44761,44772,7622,46832,1,Waiting,,
44761,44772,7622,46829,1,Waiting,,
44761,44772,7622,46823,1,Waiting,,
44761,44772,7622,46827,2,Waiting,,
44761,44772,7622,46825,2,Waiting,,
44761,44772,7622,46835,2,Waiting,,
44761,44772,7622,46828,2,Waiting,,
44761,44772,7622,46837,419,Waiting,,
44761,44772,7622,46830,1,Waiting,,
44761,44772,7622,46833,1,Waiting,,
44761,44772,7622,46824,2,Waiting,,
44761,44772,7622,46826,2,Waiting,,
44797,44839,7629,46894,2,Terminated,50,0.009059612
44797,44802,7629,46899,1,Terminated,50,0.004063883
44797,45498,7629,46892,501,Terminated,50,0.013356457
44797,44802,7629,46897,1,Terminated,50,0.004094945
44797,44801,7629,46896,1,Terminated,50,0.004094945
44797,44802,7629,46898,1,Terminated,50,0.004074237
44797,44802,7629,46895,1,Terminated,50,0.004094945
44797,44802,7629,46893,1,Terminated,50,0.005404706
44797,44803,7629,46900,1,Terminated,50,0.003929283
