task_create_time, task_end_time, job_id, task_id,number_of_instances, status, number_of_cpus_requested_per_instance_in_the_task,normalized_memory_requested_per_instance_in_the_task
6459,6524,3,4,15740,Terminated,50,0.007956928
6457,6533,3,5,1,Terminated,50,0.004395206
6036,6046,4,7,393,Waiting,,
6036,6046,4,6,452,Waiting,,
10719,11332,15,67,1705,Terminated,50,0.005736029
10718,11164,15,66,631,Terminated,50,0.016007041
10718,10916,15,65,300,Terminated,50,0.018657624
10718,12897,15,64,2003,Terminated,50,0.016007041
11792,11999,18,88,257,Terminated,50,0.013356457
11792,14331,18,82,1559,Terminated,50,0.016007041
11792,12112,18,91,321,Terminated,50,0.013356457
11792,11958,18,89,10,Terminated,50,0.013356457
11792,12173,18,83,387,Terminated,50,0.013356457
11792,11801,18,90,1,Terminated,50,0.004043176
11792,11796,18,84,1,Terminated,50,0.003965522
11792,11957,18,87,115,Terminated,50,0.010498796
11792,11846,18,86,27,Terminated,50,0.016007041
11792,13453,18,85,1414,Terminated,50,0.021308208
11792,12302,18,81,347,Terminated,50,0.013356457
16281,16552,27,147,27,Terminated,50,0.008552274
16281,16396,27,139,103,Terminated,50,0.013356457
16281,16529,27,137,611,Terminated,50,0.008935366
16281,16343,27,149,11,Terminated,50,0.008707582
16281,16338,27,138,15,Terminated,50,0.008531566
16281,16290,27,140,1,Terminated,50,0.004074237
16281,16480,27,141,195,Terminated,50,0.016007041
16281,16328,27,142,54,Terminated,50,0.008050113
16281,16313,27,143,3,Terminated,50,0.00805529
16281,16540,27,145,91,Terminated,50,0.009106205
16281,16332,27,144,2,Terminated,50,0.013356457
16281,16547,27,146,87,Terminated,50,0.008174359
16281,16351,27,150,7,Terminated,50,0.008888774
16281,16558,27,148,23,Terminated,50,0.008019051
16341,16391,28,151,61,Running,50,0.00793622
16341,16391,28,153,407,Failed,50,0.016007041
16341,16391,28,152,23,Running,50,0.013356457
16341,16391,28,154,261,Running,50,0.00820542
21669,21695,44,249,1,Terminated,50,0.004074237
21669,21676,44,244,1,Terminated,50,0.004084591
21669,26168,44,243,721,Terminated,50,0.005736029
21668,25044,44,242,251,Terminated,50,0.005736029
21669,27412,44,240,2199,Terminated,50,0.021308208
21668,29473,44,241,1,Terminated,50,0.004291668
21668,21677,44,245,1,Terminated,50,0.004043176
21669,24779,44,247,892,Terminated,50,0.016007041
21668,24936,44,250,99,Terminated,50,0.008505682
21669,29445,44,248,846,Terminated,50,0.009002666
21669,21695,44,251,1,Terminated,50,0.004079414
21669,21690,44,246,2,Terminated,50,0.004105299
21677,24458,46,261,1651,Terminated,50,0.021308208
21677,21700,46,270,1,Terminated,50,0.004084591
21677,23335,46,262,380,Terminated,50,0.005736029
21677,21684,46,263,1,Terminated,50,0.004043176
21677,26680,46,267,868,Terminated,50,0.008526389
21677,26699,46,260,1,Terminated,50,0.004193306
21677,21700,46,268,1,Terminated,50,0.004084591
21677,23092,46,266,445,Terminated,50,0.016007041
21677,21685,46,264,1,Terminated,50,0.004089768
21677,21695,46,265,2,Terminated,50,0.004074237
21677,23248,46,269,99,Terminated,50,0.008220951
21713,23366,52,329,1656,Terminated,50,0.016007041
21713,23271,52,336,425,Terminated,50,0.016007041
21713,21723,52,340,1,Terminated,50,0.003898222
21712,27149,52,320,805,Terminated,50,0.016007041
21712,27869,52,321,750,Terminated,50,0.008702405
21712,21717,52,327,1,Terminated,50,0.004089768
21713,22211,52,334,335,Terminated,50,0.010167473
21713,21719,52,328,1,Terminated,50,0.005404706
21713,23530,52,337,341,Terminated,50,0.016007041
21713,25618,52,343,735,Terminated,50,0.021308208
21713,24508,52,342,799,Terminated,50,0.016007041
21713,23246,52,338,425,Terminated,50,0.016007041
21712,27616,52,318,933,Terminated,50,0.016007041
21713,23529,52,351,315,Terminated,50,0.016007041
21713,23162,52,350,411,Terminated,50,0.013356457
21713,27881,52,344,5,Terminated,50,0.008107059
21713,21748,52,346,1,Terminated,50,0.004094945
21713,21742,52,330,1,Terminated,50,0.004074237
21712,28387,52,322,1,Terminated,50,0.004110476
21712,26205,52,319,1031,Terminated,50,0.016007041
21713,28056,52,332,537,Terminated,50,0.008697228
21713,21746,52,324,2396,Terminated,50,0.00805529
21713,22326,52,335,279,Terminated,50,0.010457381
21713,23720,52,348,696,Terminated,50,0.016007041
21713,21737,52,341,1,Terminated,50,0.004063883
21713,21991,52,325,890,Terminated,50,0.009468589
21712,22868,52,326,891,Terminated,50,0.016007041
21712,26178,52,317,1021,Terminated,50,0.016007041
21713,28071,52,333,1,Terminated,50,0.00805529
21713,23512,52,339,341,Terminated,50,0.016007041
21713,25533,52,331,735,Terminated,50,0.021308208
21713,27886,52,345,1,Terminated,50,0.004079414
21713,21754,52,347,1,Terminated,50,0.00406906
21713,24500,52,352,799,Terminated,50,0.016007041
21712,21721,52,323,1,Terminated,50,0.004094945
21713,25058,52,349,488,Terminated,50,0.016007041
23213,24427,55,377,509,Terminated,50,0.016007041
23214,23514,55,381,378,Terminated,50,0.016007041
23213,23219,55,380,1,Terminated,50,0.005404706
23213,24645,55,383,493,Terminated,50,0.016007041
23213,23725,55,382,515,Terminated,50,0.016007041
23214,23373,55,379,270,Terminated,50,0.013356457
23213,23218,55,378,1,Terminated,50,0.005404706
23213,24797,55,384,445,Terminated,50,0.008552274
23213,24111,55,376,443,Terminated,50,0.016007041
23307,23577,57,395,75,Terminated,50,0.013356457
23307,23441,57,402,1272,Terminated,50,0.008868066
23307,24398,57,394,241,Terminated,50,0.013356457
23307,23329,57,399,1,Terminated,50,0.004115652
23307,23321,57,400,338,Terminated,50,0.00805529
23307,24469,57,397,261,Terminated,50,0.008536743
23307,23315,57,404,1,Terminated,50,0.004146714
23307,23377,57,405,25,Terminated,50,0.013356457
23307,24082,57,412,358,Terminated,50,0.013356457
23307,24288,57,393,291,Terminated,50,0.013356457
23308,23330,57,409,4956,Terminated,50,0.00805529
23307,23628,57,396,105,Terminated,50,0.00914762
23307,23316,57,398,1,Terminated,50,0.003986229
23307,23317,57,403,1,Terminated,50,0.004022468
23307,23319,57,406,97,Terminated,50,0.004395206
23307,23351,57,410,37,Terminated,50,0.00813812
23307,23338,57,407,8,Terminated,50,0.00914762
23307,23332,57,408,47,Terminated,50,0.00805529
23307,23334,57,401,186,Terminated,50,0.008976782
23307,24224,57,392,453,Terminated,50,0.013356457
23307,23497,57,411,103,Terminated,50,0.009297751
24486,24731,58,413,12,Terminated,100,0.002754122
24800,25059,60,427,451,Terminated,50,0.016007041
24800,25425,60,435,15,Terminated,50,0.00820542
24800,25447,60,425,1,Terminated,50,0.004115652
24800,25215,60,433,379,Terminated,50,0.013356457
24800,25297,60,430,337,Terminated,50,0.008283074
24800,25439,60,428,1,Terminated,50,0.00805529
24800,25324,60,431,5,Terminated,50,0.008050113
24800,25330,60,432,1,Terminated,50,0.003975876
24800,25398,60,434,337,Terminated,50,0.008355551
24800,24808,60,426,1,Terminated,50,0.004037999
24800,25216,60,429,379,Terminated,50,0.013356457
24775,24781,61,437,1,Terminated,50,0.004063883
24775,24927,61,438,319,Running,50,0.013356457
24775,24927,61,446,3,Running,50,0.007951751
24775,24927,61,441,93,Running,50,0.007977636
24775,24927,61,439,1,Running,50,0.004048352
24775,24927,61,443,1,Running,50,0.004037999
24775,24927,61,436,1,Running,50,0.004058706
24775,24927,61,440,131,Running,50,0.009639427
24775,24927,61,445,93,Running,50,0.008029405
24775,24927,61,444,131,Failed,50,0.009639427
24775,24927,61,442,1,Running,50,0.00805529
25913,26063,65,475,417,Terminated,50,0.005736029
25936,26016,67,477,511,Terminated,100,0.005736029
29862,30746,74,516,1214,Terminated,50,0.016007041
29862,42372,74,511,1999,Terminated,50,0.021308208
29862,29909,74,513,51,Terminated,50,0.016007041
29862,29867,74,512,1,Terminated,50,0.004105299
29862,45862,74,517,2000,Terminated,50,0.016007041
29862,38024,74,510,1999,Terminated,50,0.021308208
29862,30277,74,514,1294,Terminated,50,0.013356457
29863,33612,74,515,4004,Terminated,50,0.021308208
32766,32852,76,525,2,Terminated,100,0.002754122
54962,55052,115,667,1,Terminated,50,0.004291668
54965,55040,115,666,15837,Terminated,50,0.007946574
54068,54070,116,673,1,Terminated,50,0.004094945
54068,54150,116,669,21,Terminated,50,0.007848213
54068,54143,116,668,67,Terminated,50,0.007863743
54068,54123,116,672,28,Terminated,50,0.016007041
54068,54092,116,670,17,Terminated,50,0.016007041
54068,54070,116,671,1,Terminated,50,0.004058706
11415,11522,119,680,3102,Terminated,50,0.009732612
11414,11646,119,681,107,Terminated,55,0.01015712
11414,11688,119,682,83,Terminated,50,0.008169182
28539,28584,139,812,1,Terminated,100,0.002754122
26023,26356,141,821,291,Terminated,50,0.008396966
26023,26371,141,817,69,Terminated,50,0.013356457
26023,26389,141,818,53,Terminated,50,0.008195066
26023,26105,141,819,1,Terminated,50,0.016007041
26023,26304,141,820,134,Terminated,50,0.016007041
26023,26399,141,822,9,Terminated,50,0.007946574
26054,26366,144,840,9,Terminated,50,0.007946574
26054,26350,144,836,53,Terminated,50,0.008195066
26055,26233,144,837,1,Terminated,50,0.016007041
26054,26264,144,838,129,Terminated,50,0.016007041
26054,26285,144,839,291,Terminated,50,0.008396966
26054,26326,144,835,69,Terminated,50,0.013356457
26022,26240,147,852,291,Terminated,50,0.008396966
26022,26272,147,848,69,Terminated,50,0.013356457
26022,26321,147,853,9,Terminated,50,0.007946574
26022,26106,147,850,1,Terminated,50,0.016007041
26022,26125,147,851,263,Terminated,50,0.016007041
26022,26306,147,849,53,Terminated,50,0.008195066
26023,26104,148,856,1,Terminated,50,0.016007041
26023,26248,148,857,346,Running,50,0.016007041
26023,26248,148,855,53,Running,50,0.008195066
26023,26248,148,859,9,Running,50,0.007946574
26023,26248,148,854,69,Running,50,0.013356457
26023,26248,148,858,291,Failed,50,0.008396966
26546,26578,153,879,1,Terminated,100,0.002754122
45252,45275,165,931,73,Running,50,0.013356457
45252,45275,165,933,1,Running,50,0.016007041
45252,45275,165,936,11,Running,50,0.007946574
45252,45275,165,935,297,Running,50,0.008453912
45252,45275,165,932,55,Running,50,0.00820542
45252,45275,165,934,424,Failed,50,0.016007041
45833,45876,167,943,1,Terminated,100,0.002754122
56066,56070,174,974,297,Running,50,0.008453912
56066,56070,174,971,55,Running,50,0.00820542
56065,56070,174,972,1,Running,50,0.016007041
56065,56070,174,973,419,Failed,50,0.016007041
56066,56070,174,975,11,Running,50,0.007946574
56066,56070,174,970,73,Running,50,0.013356457
56086,56567,175,981,11,Terminated,50,0.007946574
56086,56489,175,976,73,Terminated,50,0.013356457
56086,56402,175,980,297,Terminated,50,0.008453912
56086,56542,175,977,55,Terminated,50,0.00820542
56086,56300,175,979,419,Terminated,50,0.016007041
56086,56304,175,978,1,Terminated,50,0.016007041
7415,7840,182,1014,194,Terminated,50,0.013356457
7415,7940,182,1018,337,Terminated,50,0.008288251
7415,8878,182,1019,297,Terminated,50,0.013356457
7415,8937,182,1020,285,Terminated,50,0.00827272
7415,7879,182,1017,287,Terminated,50,0.008184713
7415,7652,182,1015,308,Terminated,50,0.013356457
7415,8743,182,1013,307,Terminated,50,0.013356457
7415,7617,182,1016,167,Terminated,50,0.013356457
16499,16813,187,1041,4,Terminated,100,0.002754122
46232,46942,200,1103,571,Terminated,50,0.008862889
46232,46325,200,1106,74,Terminated,50,0.013356457
46233,46447,200,1105,408,Terminated,50,0.016007041
46232,46292,200,1104,141,Terminated,50,0.016007041
46232,46754,200,1102,565,Terminated,50,0.013356457
46232,46651,200,1101,587,Terminated,50,0.013356457
46232,46542,200,1100,455,Terminated,50,0.010369373
46232,46369,200,1107,59,Terminated,50,0.016007041
49581,49721,201,1113,305,Terminated,50,0.013356457
49581,49960,201,1108,455,Terminated,50,0.013356457
49581,49734,201,1112,181,Terminated,50,0.013356457
49581,50271,201,1109,537,Terminated,50,0.008831828
49581,50097,201,1114,461,Terminated,50,0.013356457
49581,49818,201,1111,239,Terminated,50,0.010705873
49581,49789,201,1110,61,Terminated,50,0.016007041
50779,51876,203,1125,1300,Terminated,50,0.005736029
55402,56409,211,1203,7,Terminated,100,0.010705873
55402,56411,211,1206,7,Terminated,100,0.010705873
55402,56410,211,1204,7,Terminated,100,0.010705873
55402,56417,211,1185,15,Terminated,100,0.010705873
55402,56410,211,1207,7,Terminated,100,0.010705873
55402,56421,211,1188,11,Terminated,100,0.010705873
55402,56409,211,1195,7,Terminated,100,0.010705873
55402,56417,211,1187,15,Terminated,100,0.010705873
55402,56412,211,1199,7,Terminated,100,0.010705873
55403,56404,211,1190,6,Terminated,100,0.010705873
55402,56417,211,1183,15,Terminated,100,0.010705873
55402,56417,211,1186,15,Terminated,100,0.010705873
55402,56416,211,1180,15,Terminated,100,0.010705873
55402,56422,211,1189,15,Terminated,100,0.010705873
55402,56409,211,1193,7,Terminated,100,0.010705873
55402,56420,211,1184,15,Terminated,100,0.010705873
55402,56500,211,1181,137,Terminated,100,0.010705873
55402,56417,211,1182,15,Terminated,100,0.010705873
55402,56410,211,1198,7,Terminated,100,0.010705873
55402,56413,211,1201,3,Terminated,100,0.010705873
55402,56409,211,1196,7,Terminated,100,0.010705873
55402,56410,211,1205,7,Terminated,100,0.010705873
55402,56412,211,1208,7,Terminated,100,0.010705873
55402,56409,211,1192,7,Terminated,100,0.010705873
55402,56410,211,1194,7,Terminated,100,0.010705873
55402,56410,211,1197,7,Terminated,100,0.010705873
55402,56410,211,1191,7,Terminated,100,0.010705873
55402,56409,211,1200,7,Terminated,100,0.010705873
55412,56410,211,1202,7,Terminated,100,0.010705873
56373,56662,216,1275,1,Terminated,100,0.002754122
10827,10862,233,1315,11,Terminated,50,0.005736029
10827,10864,233,1316,63,Terminated,50,0.008019051
19827,19832,242,1334,7,Terminated,50,0.008184713
19827,19831,242,1333,21,Terminated,50,0.016338364
29722,29796,251,1351,32,Terminated,50,0.005736029
29722,29802,251,1352,63,Terminated,50,0.008019051
30627,30698,253,1355,33,Terminated,50,0.005736029
30627,30704,253,1356,63,Terminated,50,0.008019051
36032,36156,265,1401,63,Terminated,50,0.008019051
36032,36149,265,1400,39,Terminated,50,0.005736029
38728,38736,269,1409,7,Terminated,50,0.008184713
38728,38734,269,1408,42,Terminated,50,0.016338364
42322,42337,276,1422,46,Terminated,50,0.016338364
42322,42341,276,1423,7,Terminated,50,0.008184713
43455,44055,277,1426,73,Running,50,0.005736029
43455,43992,277,1424,43,Terminated,50,0.016007041
43455,44055,277,1425,55,Running,50,0.005736029
49525,49538,288,1448,54,Terminated,50,0.016338364
49525,49542,288,1449,7,Terminated,50,0.008184713
59429,59447,302,1476,65,Terminated,50,0.016338364
59429,59452,302,1477,7,Terminated,50,0.008184713
48905,48925,311,1534,343,Terminated,100,0.005404706
48905,48934,311,1537,343,Terminated,100,0.005404706
48905,48968,311,1539,1,Terminated,100,0.005404706
48905,48920,311,1535,1,Terminated,100,0.005404706
48905,48928,311,1538,1,Terminated,100,0.005404706
48905,48959,311,1532,1111,Terminated,100,0.005404706
48905,48930,311,1533,4325,Terminated,100,0.005404706
48905,48948,311,1536,1111,Terminated,100,0.005404706
48904,48959,313,1555,1,Terminated,100,0.005404706
48904,48928,313,1554,1,Terminated,100,0.005404706
48905,48932,313,1553,343,Terminated,100,0.005404706
48905,48940,313,1552,1111,Terminated,100,0.005404706
48904,48920,313,1550,343,Terminated,100,0.005404706
48904,48951,313,1548,1111,Terminated,100,0.005404706
48905,48923,313,1549,4325,Terminated,100,0.005404706
48904,48920,313,1551,1,Terminated,100,0.005404706
48883,48920,315,1569,343,Terminated,100,0.005404706
48883,48954,315,1571,1,Terminated,100,0.005404706
48883,48910,315,1566,343,Terminated,100,0.005404706
48883,48913,315,1570,1,Terminated,100,0.005404706
48884,48912,315,1565,4325,Terminated,100,0.005404706
48883,48947,315,1564,1111,Terminated,100,0.005404706
48883,48906,315,1567,1,Terminated,100,0.005404706
48883,48927,315,1568,1111,Terminated,100,0.005404706
48880,48906,318,1594,1,Terminated,100,0.005404706
48880,48913,318,1593,343,Terminated,100,0.005404706
48880,48950,318,1595,1,Terminated,100,0.005404706
48880,48943,318,1588,1111,Terminated,100,0.005404706
48880,48909,318,1589,4325,Terminated,100,0.005404706
48880,48894,318,1591,1,Terminated,100,0.005404706
48880,48929,318,1592,1111,Terminated,100,0.005404706
48880,48901,318,1590,343,Terminated,100,0.005404706
49204,49409,321,1614,44,Terminated,50,0.016007041
49204,49427,321,1619,1,Terminated,50,0.004063883
49204,49421,321,1612,1,Terminated,50,0.004084591
49204,49390,321,1613,4325,Terminated,50,0.004172599
49204,49211,321,1615,1,Terminated,50,0.004100122
49204,49399,321,1616,1,Terminated,50,0.00805529
49204,49215,321,1618,1,Terminated,50,0.004058706
49204,49415,321,1617,1,Terminated,50,0.00805529
49195,49400,322,1625,1,Terminated,50,0.00805529
49195,49392,322,1622,44,Terminated,50,0.016007041
49194,49418,322,1627,1,Terminated,50,0.004063883
49194,49208,322,1626,1,Terminated,50,0.004058706
49195,49406,322,1624,1,Terminated,50,0.00805529
49194,49412,322,1620,1,Terminated,50,0.004084591
49195,49380,322,1621,4325,Terminated,50,0.004172599
49195,49202,322,1623,1,Terminated,50,0.004100122
49213,49227,328,1674,1,Terminated,50,0.004058706
49213,49261,328,1673,1,Terminated,50,0.00805529
49213,49417,328,1675,1,Terminated,50,0.004063883
49214,49408,328,1672,1,Terminated,50,0.00805529
49213,49251,328,1670,44,Terminated,50,0.016007041
49213,49221,328,1671,1,Terminated,50,0.004100122
49214,49397,328,1669,4325,Terminated,50,0.004172599
49213,49413,328,1668,1,Terminated,50,0.004084591
49223,49411,331,1696,1,Terminated,50,0.00805529
49223,49229,331,1695,1,Terminated,50,0.004100122
49223,49422,331,1699,1,Terminated,50,0.004063883
49223,49263,331,1697,1,Terminated,50,0.00805529
49223,49416,331,1692,1,Terminated,50,0.004084591
49224,49403,331,1693,4325,Terminated,50,0.004172599
49223,49235,331,1698,1,Terminated,50,0.004058706
49223,49254,331,1694,44,Terminated,50,0.016007041
49253,49283,332,1702,44,Terminated,50,0.016007041
49252,49294,332,1704,1,Terminated,50,0.00805529
49253,49264,332,1706,1,Terminated,50,0.004058706
49252,49305,332,1707,1,Terminated,50,0.004063883
49253,49293,332,1705,1,Terminated,50,0.00805529
49252,49300,332,1700,1,Terminated,50,0.004084591
49253,49278,332,1701,4325,Terminated,50,0.004172599
49253,49260,332,1703,1,Terminated,50,0.004100122
1911,3225,338,1740,1548,Terminated,75,0.016007041
3238,3692,339,1741,8,Terminated,100,0.002754122
4909,5194,340,1747,13,Terminated,100,0.005404706
4909,4935,340,1746,9,Terminated,100,0.005404706
4909,5006,340,1745,17,Terminated,100,0.005404706
4909,5026,340,1742,27,Terminated,100,0.005404706
4909,5049,340,1744,37,Terminated,100,0.005404706
4909,5228,340,1743,41,Terminated,100,0.005404706
6247,6437,342,1758,10,Terminated,75,0.016338364
6247,6450,342,1759,15,Terminated,50,0.00805529
20372,20858,351,1791,5,Terminated,100,0.002754122
15220,15386,352,1795,2,Terminated,40,0.00805529
15220,15494,352,1801,3,Terminated,40,0.004120829
15220,15303,352,1798,11,Terminated,50,0.013356457
15220,15226,352,1799,3,Terminated,50,0.004094945
15220,15503,352,1792,115,Terminated,40,0.00420366
15220,15487,352,1797,78,Terminated,75,0.008252013
15220,15354,352,1796,12,Terminated,50,0.004151891
15220,15398,352,1800,11,Terminated,40,0.004162245
15220,15489,352,1793,81,Terminated,40,0.004162245
15220,15225,352,1794,1,Terminated,50,0.005404706
27488,27943,358,1827,6,Terminated,100,0.002754122
51997,0,376,1955,1,Running,100,0.002754122
53908,54151,381,1983,7,Terminated,50,0.005404706
53908,54102,381,1981,328,Terminated,50,0.013356457
53908,54005,381,1982,3,Terminated,50,0.016007041
53908,54134,381,1979,363,Terminated,50,0.010705873
53908,54024,381,1978,199,Terminated,50,0.010705873
53908,53943,381,1980,115,Terminated,50,0.013356457
54868,55074,384,1996,205,Terminated,50,0.007967282
54868,55158,384,1997,361,Terminated,50,0.008231305
54868,55109,384,1999,327,Terminated,55,0.010705873
54868,55053,384,2000,2,Terminated,50,0.010094997
54868,54938,384,1998,115,Terminated,75,0.010488443
54868,55189,384,2001,5,Terminated,50,0.008516036
2079,2221,397,2066,765,Terminated,50,0.016007041
2078,2610,397,2064,485,Terminated,75,0.013356457
2078,2402,397,2067,1,Terminated,50,0.005404706
2079,2086,397,2065,1,Terminated,50,0.005404706
2078,2719,397,2068,397,Terminated,65,0.008495328
14259,14770,410,2131,6,Terminated,100,0.002754122
24355,25770,423,2183,635,Terminated,50,0.009546243
24355,25840,423,2189,591,Terminated,50,0.008805943
24355,25719,423,2188,591,Terminated,50,0.009732612
24355,24564,423,2185,503,Terminated,50,0.013356457
24355,24539,423,2184,152,Terminated,50,0.013356457
24355,25278,423,2186,639,Terminated,50,0.013356457
24355,24781,423,2187,219,Terminated,50,0.008039759
25296,25494,428,2213,509,Failed,50,0.005736029
25296,25494,428,2212,29,Running,50,0.008096705
25296,25301,428,2218,1,Terminated,50,0.005736029
25296,25401,428,2216,153,Terminated,50,0.013356457
25296,25494,428,2214,1,Running,40,0.007827505
25296,25494,428,2222,67,Running,40,0.004250252
25296,25494,428,2219,37,Running,50,0.013356457
25296,25428,428,2217,492,Terminated,50,0.008692051
25296,25494,428,2221,117,Running,40,0.008050113
25296,25301,428,2215,1,Terminated,50,0.005736029
25296,25494,428,2220,1,Running,50,0.004053529
43251,43262,439,2271,735,Waiting,,
43251,43262,439,2270,665,Waiting,,
49275,49319,442,2277,327,Terminated,50,0.016007041
49275,49286,442,2276,1,Terminated,40,0.00805529
955,1271,453,2335,773,Terminated,65,0.008754174
955,1405,453,2336,289,Terminated,55,0.016007041
955,966,453,2333,1,Terminated,50,0.016007041
955,1536,453,2337,239,Terminated,65,0.016007041
955,970,453,2334,1,Terminated,50,0.005404706
29251,29257,475,2436,1,Terminated,50,0.016007041
29251,29267,475,2437,773,Terminated,65,0.008754174
29251,29252,475,2435,1,Terminated,50,0.004193306
29251,29269,475,2438,289,Terminated,55,0.016007041
29251,29274,475,2439,239,Terminated,65,0.016007041
33963,33970,480,2457,1,Terminated,50,0.005404706
33963,33966,480,2456,1,Terminated,50,0.016007041
33963,34564,480,2458,773,Running,65,0.008754174
33963,34564,480,2459,289,Running,55,0.016007041
33963,34564,480,2460,239,Running,65,0.016007041
35357,35769,482,2466,15,Terminated,100,0.002754122
14673,14735,508,2592,1895,Terminated,50,0.009240804
14673,14820,508,2619,81,Terminated,60,0.00934952
14673,14863,508,2594,24,Terminated,75,0.010705873
14673,14713,508,2609,5,Terminated,50,0.004100122
14673,14730,508,2610,13,Terminated,40,0.00805529
14673,14782,508,2613,263,Terminated,70,0.013356457
14673,14862,508,2608,263,Terminated,50,0.00941682
14673,14856,508,2601,17,Terminated,70,0.016007041
14673,14877,508,2616,65,Terminated,75,0.013356457
14673,14838,508,2596,12,Terminated,75,0.010705873
14674,14830,508,2605,633,Terminated,70,0.009608366
14673,15161,508,2585,99,Terminated,55,0.010705873
14673,14708,508,2595,140,Terminated,40,0.007951751
14673,14811,508,2606,409,Terminated,75,0.013356457
14673,15153,508,2582,1281,Terminated,50,0.008738643
14673,14745,508,2622,125,Terminated,40,0.005736029
14673,14695,508,2611,5,Terminated,50,0.00805529
14673,14715,508,2615,13,Terminated,50,0.00805529
14673,14909,508,2617,177,Terminated,50,0.009101028
14673,14983,508,2600,128,Terminated,70,0.010705873
14673,15031,508,2580,1143,Terminated,50,0.008355551
14673,14785,508,2588,59,Terminated,60,0.016007041
14673,14901,508,2614,125,Terminated,75,0.013356457
14673,14688,508,2591,1,Terminated,40,0.004188129
14673,15013,508,2598,42,Terminated,75,0.010100173
14673,15178,508,2604,831,Terminated,50,0.009033728
14674,14715,508,2621,31,Terminated,50,0.008050113
14673,15253,508,2583,2961,Terminated,50,0.008800766
14673,14755,508,2584,13,Terminated,40,0.007956928
14673,14771,508,2587,204,Terminated,50,0.016007041
14673,14825,508,2589,45,Terminated,60,0.013356457
14674,14719,508,2590,3,Terminated,50,0.016007041
14673,14740,508,2593,233,Terminated,75,0.013356457
14673,14796,508,2599,15,Terminated,70,0.010234773
14674,14951,508,2603,617,Terminated,50,0.013356457
14673,14812,508,2607,323,Terminated,65,0.009468589
14673,14733,508,2602,35,Terminated,50,0.016007041
14673,15008,508,2620,909,Terminated,65,0.009235628
14673,14999,508,2623,2599,Terminated,50,0.013356457
14673,14955,508,2612,547,Terminated,70,0.013356457
14673,14804,508,2586,241,Terminated,50,0.016007041
14673,15066,508,2581,1229,Terminated,50,0.008562628
14673,15034,508,2618,281,Terminated,60,0.009183858
14673,14877,508,2597,18,Terminated,75,0.010705873
7277,7332,515,2667,2,Terminated,50,0.00805529
7277,7335,515,2669,7,Terminated,50,0.00805529
7277,7332,515,2673,259,Terminated,50,0.008697228
7277,7345,515,2668,53,Terminated,50,0.013356457
7277,7413,515,2663,129,Terminated,50,0.008629928
7277,7286,515,2665,1,Terminated,50,0.00805529
7277,7407,515,2670,4,Terminated,50,0.01022442
7277,7286,515,2672,18,Terminated,50,0.004245075
7277,7301,515,2680,1,Terminated,50,0.00805529
7277,7314,515,2671,1,Terminated,50,0.013356457
7277,7352,515,2678,15,Terminated,50,0.007925866
7277,7379,515,2674,65,Terminated,50,0.00840732
7277,7504,515,2664,97,Terminated,50,0.016007041
7277,7321,515,2666,2,Terminated,50,0.00805529
7277,7412,515,2679,1,Terminated,50,0.00805529
7277,7363,515,2676,87,Terminated,50,0.008925012
7277,7321,515,2675,3,Terminated,50,0.008635105
7277,7370,515,2677,55,Terminated,50,0.00834002
7277,7375,515,2661,61,Terminated,50,0.008371082
7277,7394,515,2660,243,Terminated,50,0.00834002
7277,7383,515,2659,61,Terminated,50,0.008220951
7277,7379,515,2662,53,Terminated,50,0.008510859
13359,13451,517,2707,123,Terminated,50,0.009318458
13359,13604,517,2704,169,Terminated,50,0.008443559
13359,13436,517,2705,5,Terminated,50,0.00805529
13359,13378,517,2706,2,Terminated,50,0.008334843
13359,13463,517,2703,251,Terminated,50,0.008733466
17822,20413,529,2804,1202,Terminated,50,0.016007041
17822,20354,529,2805,1242,Terminated,50,0.016007041
17822,19421,529,2803,1708,Terminated,50,0.021308208
17827,20480,532,2814,1228,Terminated,50,0.016007041
17827,20414,532,2813,1067,Terminated,50,0.016007041
17827,19422,532,2812,1770,Terminated,50,0.021308208
17822,20096,533,2816,886,Terminated,50,0.008987135
17822,19297,533,2815,894,Terminated,50,0.016007041
24752,24998,541,2859,363,Terminated,50,0.013356457
24752,24756,541,2858,1,Terminated,50,0.005404706
24752,25068,541,2857,353,Terminated,50,0.008164005
27225,30260,545,2885,1602,Terminated,50,0.016007041
27224,32859,545,2888,411,Terminated,50,0.008469443
27225,32561,545,2887,1625,Terminated,50,0.016007041
27224,32751,545,2882,479,Terminated,50,0.016007041
27225,29513,545,2883,1519,Terminated,50,0.016007041
27225,30171,545,2884,1441,Terminated,50,0.016007041
27224,27321,545,2886,158,Terminated,50,0.016007041
30867,31180,546,2893,1,Terminated,50,0.016007041
30867,30870,546,2896,1,Terminated,50,0.016007041
30867,31111,546,2890,225,Terminated,50,0.016007041
30867,30951,546,2895,39,Terminated,50,0.016007041
30867,31054,546,2898,33,Terminated,50,0.016007041
30867,31185,546,2900,1,Terminated,50,0.004053529
30867,35106,546,2892,1405,Terminated,50,0.021308208
30867,30947,546,2894,25,Terminated,50,0.016007041
30867,31083,546,2889,269,Terminated,50,0.008283074
30867,31779,546,2897,1614,Terminated,50,0.016338364
30867,30877,546,2901,1,Terminated,50,0.004053529
30867,36680,546,2891,723,Terminated,50,0.016007041
30867,31047,546,2899,139,Terminated,50,0.016007041
30867,36457,546,2902,1262,Terminated,50,0.016007041
